0x710181c3e0,"AmiiboNpcDirector"
0x710182264a,"Koopa_Damage_%d"
0x710182265a,"KoopaHintCapReflect"
0x710182266e,"KoopaHintCapAttachBombHead_%02d"
0x710182268e,"OnActionName"
0x710182269b,"Armor"
0x71018226a1,"コウラのスケーラブル制御"
0x71018226c6,"ダメージボール投げのねじり抑制制御"
0x71018226fa,"InitEyeAimCtrl"
0x7101822709,"LandPoint"
0x7101822713,"ジャンプ[フェーズ1]"
0x710182272f,"ジャンプ[フェーズ2]"
0x710182274b,"帽子投げ攻撃"
0x710182275e,"ダメージボール投げ"
0x710182277a,"パンチ受け"
0x710182278a,"しっぽ反撃"
0x710182279a,"死亡~戦闘終了デモ"
0x71018227b4,"ファイアビーム"
0x71018227ca,"崩落開始デモ"
0x71018227dd,"帽子出現足場グループ"
0x71018227fc,"帽子出現足場"
0x710182280f,"クッパ戦中コリジョン無効アクターグループ"
0x710182284c,"SandMoon"
0x7101822855,"BmKoopatDamageS"
0x7101822865,"CapAppearMapParts"
0x7101822877,"OffCollisionActor"
0x7101822889,"ガードアニメ切り替え"
0x71018228a8,"KoopaDamageLast%d"
0x71018228ba,"KoopaLv2"
0x71018228c3,"KoopaLv3"
0x71018228cc,"クッパの部分アニメ再生"
0x71018228ee,"クッパファイアボールグループ"
0x7101822919,"クッパファイアボール"
0x7101822938,"移動"
0x710182293f,"左パンチ開始"
0x7101822952,"右パンチ開始"
0x7101822965,"FireChargeStart"
0x7101822975,"vFireChargeStart"
0x7101822986,"FireStart"
0x7101822990,"FireEnd"
0x7101822998,"ファイアボール発射"
0x71018229b4,"ブレンド%s"
0x71018229c3,"JumpStart?"
0x71018229ce,"Jump?"
0x71018229d4,"FireSign"
0x71018229dd,"Guard1"
0x71018229e4,"Guard2"
0x71018229eb,"Guard3"
0x71018229f2,"HitGuard"
0x71018229fb,"Guard5"
0x7101822a02,"Guard4"
0x7101822a09,"KoopaDamageAfterTail"
0x7101822a1e,"KoopaDamageGuard"
0x7101822a2f,"KoopaDamage%d_%d"
0x7101822a40,"KoopaRingBeam"
0x7101822a4e,"AttackSpark"
0x7101822a5a,"AttackSparkHipDrop"
0x7101822a6d,"クッパリングビームラインライトグループ"
0x7101822aa7,"クッパリングビームラインライト"
0x7101822ad5,"AttackHipDrop"
0x7101822ae3,"AttackCancel"
0x7101822af0,"Pos00"
0x7101822af6,"Pos01"
0x7101822afc,"Pos02"
0x7101822b02,"Pos03"
0x7101822b08,"Pos04"
0x7101822b0e,"Pos05"
0x7101822b14,"Pos06"
0x7101822b1a,"Pos07"
0x7101822b20,"Pos08"
0x7101822b26,"Pos09"
0x7101822b2c,"Pos10"
0x7101822b32,"Pos11"
0x7101822b38,"Pos12"
0x7101822b3e,"Pos13"
0x7101822b44,"Pos14"
0x7101822b4a,"Pos15"
0x7101822b50,"Pos16"
0x7101822b56,"Pos17"
0x7101822b5c,"Pos18"
0x7101822b62,"Pos19"
0x7101822b68,"Pos20"
0x7101822b6e,"Pos21"
0x7101822b74,"Pos22"
0x7101822b7a,"Pos23"
0x7101822b80,"Pos24"
0x7101822b86,"Pos25"
0x7101822b8c,"Pos26"
0x7101822b92,"Pos27"
0x7101822b98,"Pos28"
0x7101822b9e,"Pos29"
0x7101822ba4,"Pos30"
0x7101822baa,"Pos31"
0x7101822bb0,"Pos32"
0x7101822bb6,"Pos33"
0x7101822bbc,"Pos34"
0x7101822bc2,"Pos35"
0x7101822bc8,"Pos36"
0x7101822bce,"Pos37"
0x7101822bd4,"Pos38"
0x7101822bda,"Pos39"
0x7101822be0,"Pos40"
0x7101822be6,"Pos41"
0x7101822bec,"Pos42"
0x7101822bf2,"Pos43"
0x7101822bf8,"Pos44"
0x7101822bfe,"Pos45"
0x7101822c04,"Pos46"
0x7101822c0a,"Pos47"
0x7101822c10,"Pos48"
0x7101822c16,"Pos49"
0x7101822c1c,"Pos50"
0x7101822c22,"Pos51"
0x7101822c28,"Pos52"
0x7101822c2e,"Pos53"
0x7101822c34,"Pos54"
0x7101822c3a,"Pos55"
0x7101822c40,"Pos56"
0x7101822c46,"Pos57"
0x7101822c4c,"Pos58"
0x7101822c52,"Pos59"
0x7101822c58,"Pos60"
0x7101822c5e,"Pos61"
0x7101822c64,"Pos62"
0x7101822c6a,"Pos63"
0x7101822c70,"%s[接地制御]"
0x7101822c81,"Needle"
0x7101822c88,"【ループ】ブーン（弱）"
0x7101822caa,"クッパリングビームグループ"
0x7101822cd2,"クッパリングビーム"
0x7101822cee,"KoopaShell"
0x7101822cf9,"FrontArrow"
0x7101822d04,"RightArrow"
0x7101822d0f,"LeftArrow"
0x7101822d19,"パンチヒット"
0x7101822d2c,"Center"
0x7101822d33,"Move1"
0x7101822d39,"Move2"
0x7101822d3f,"Move3"
0x7101822d45,"壁ヒット"
0x7101822d52,"Signal"
0x7101822d59,"コウラスピン攻撃"
0x7101822d72,"AttackShellStart"
0x7101822d83,"AttackShellEnd"
0x7101822d92,"しっぽ反撃予兆"
0x7101822da8,"SignShort"
0x7101822db2,"Start"
0x7101822db8,"AttackTailAfterWithFire"
0x7101822dd0,"AttackTailAfterNoFire"
0x7101822de6,"AttackTailAfterEndWithFire"
0x7101822e01,"AttackTailAfterEndNoFire"
0x7101822e1a,"AttackTailSuccessWithFire"
0x7101822e34,"AttackTailSuccessNoFire"
0x7101822e4e,"WithFire"
0x7101822e57,"NoFire"
0x7101822e5e,"ダメージとどめ"
0x7101822e74,"クッパ開始デモ起動エリアグループ"
0x7101822ea5,"クッパ開始デモ起動エリア"
0x7101822eca,"DemoStartArea"
0x7101822ed8,"クッパ崩落デモ起動エリアグループ"
0x7101822f09,"クッパ崩落デモ起動エリア"
0x7101822f2e,"DemoClashBasementArea"
0x7101822f44,"SwitchDemoClashBasementAfterOn"
0x7101822f63,"クッパファイアビーム"
0x7101822f82,"クッパファイアビーム円形ダメージ床"
0x7101822fb6,"ビーム後ジャンプ"
0x7101822fcf,"FireBeamSignFirst"
0x7101822fe1,"FireBeamSign"
0x7101822fee,"FireBeam"
0x7101822ff7,"FireBeamTurnSignRtoL"
0x710182300c,"FireBeamTurnSignL"
0x710182301e,"FireBeamTurnSignLtoR"
0x7101823033,"FireBeamTurnSignR"
0x7101823045,"FireBeamTurnL"
0x7101823053,"FireBeamTurnR"
0x7101823061,"FireBeamEndLastL"
0x7101823072,"FireBeamEndL"
0x710182307f,"FireBeamEndLastR"
0x7101823090,"FireBeamEndR"
0x710182309d,"FireBeamSignTurn"
0x71018230ae,"HipDropSign"
0x71018230ba,"HipDropStart"
0x71018230c7,"HipDrop"
0x71018230cf,"HipDropLandStart"
0x71018230e0,"HipDropLand"
0x71018230ec,"HipDropLandEnd"
0x71018230fb,"GuardFirst"
0x7101823106,"GuardEnd"
0x710182310f,"ジャンプ"
0x710182311c,"JumpSign"
0x7101823125,"JumpAttack%d%s"
0x7101823134,"JumpAttack%d"
0x7101823141,"JumpEndBeamShort"
0x7101823152,"JumpEndBeam"
0x710182315e,"復帰ジャンプ"
0x7101823171,"DamageL"
0x7101823179,"DamageR"
0x7101823181,"DamageCollide"
0x710182318f,"壁衝突"
0x7101823199,"壁衝突[カメラ振動]"
0x71018231b4,"DownLandStart"
0x71018231c2,"DownLand"
0x71018231cb,"DownLandEnd"
0x71018231d7,"ダメージボール攻撃"
0x71018231f3,"ThrowBallSign"
0x7101823201,"ThrowBallLSign"
0x7101823210,"ThrowBallRSign"
0x710182321f,"ThrowBombFirstSign"
0x7101823232,"ThrowBallStart"
0x7101823241,"ThrowBallLStart"
0x7101823251,"ThrowBallRStart"
0x7101823261,"ThrowBombFirstStart"
0x7101823275,"ThrowBall"
0x710182327f,"ThrowBallL"
0x710182328a,"ThrowBallR"
0x7101823295,"ThrowBallLtoR"
0x71018232a3,"ThrowBallRtoL"
0x71018232b1,"ThrowBallLEnd"
0x71018232bf,"ThrowBallREnd"
0x71018232cd,"ThrowBallEnd"
0x71018232da,"ThrowBallLLastEnd"
0x71018232ec,"ThrowBallRLastEnd"
0x71018232fe,"ThrowBallAfterWait"
0x7101823311,"ThrowBallAfterEnd"
0x7101823323,"CatchCapStart"
0x7101823331,"ThrowCapSingleSignStart"
0x7101823349,"ThrowCapSingleSign"
0x710182335c,"TakeCapStart"
0x7101823369,"TakeCapWide"
0x7101823375,"TakeCap"
0x710182337d,"ShowCapWide"
0x7101823389,"ShowCap"
0x7101823391,"ShowCapWideEnd"
0x71018233a0,"ShowCapEnd"
0x71018233ab,"WaitOperateStart"
0x71018233bc,"WaitOperate"
0x71018233c8,"FlyBackCapStart"
0x71018233d8,"FlyBackCap"
0x71018233e3,"SurpriseStart"
0x71018233f1,"Surprise"
0x71018233fa,"DownRecoverCapStart"
0x710182340e,"DownRecoverCap"
0x710182341d,"DownRecoverFlyBackCapStart"
0x7101823438,"DownRecoverFlyBackCap"
0x710182344e,"CatchCap"
0x7101823457,"SurpriseAngry"
0x7101823465,"ThrowCap%s%s"
0x7101823472,"Single"
0x7101823479,"Multi%d"
0x7101823481,"DamageBall"
0x710182348c,"ループアニメ状態"
0x71018234a5,"Loop"
0x71018234aa,"MofumofuHead"
0x71018234b7,"モフモフワープホール"
0x71018234d6,"MofumofuLv2"
0x71018234e2,"モフモフ頭[LV2]"
0x71018234f7,"DemoBattleStartAfter"
0x710182350c,"DemoOpeningWait"
0x710182351c,"NearlestPoint"
0x710182352a,"無敵バリアヒット"
0x7101823543,"LightDownReaction"
0x7101823555,"MoveLightDown"
0x7101823563,"LightDown"
0x710182356d,"バトル開始デモ(モフモフ、再戦)"
0x710182359a,"バトル開始デモ(モフモフ)"
0x71018235be,"DemoOpening1"
0x71018235cb,"MofumofuDemoOpening1"
0x71018235e0,"WaitLightOff"
0x71018235ed,"WaitLightOn"
0x71018235f9,"AttackSignLv2"
0x7101823607,"AttackSignLv1"
0x7101823615,"AttackLv2"
0x710182361f,"AttackLv1"
0x7101823629,"MoveWarpStart"
0x7101823637,"MoveWarp"
0x7101823640,"MofuMofuPanic"
0x710182364e,"WarpIn"
0x7101823655,"発射[透明]"
0x7101823664,"WarpOut"
0x710182366c,"MoveWarpEnd"
0x7101823678,"パニック開始"
0x710182368b,"StopStart"
0x7101823695,"MofumofuHintAllLightDown"
0x71018236ae,"StopColor"
0x71018236b8,"Stop"
0x71018236bd,"StopMove"
0x71018236c6,"StopMoveEnd"
0x71018236d2,"Mofumofu_Damage_1"
0x71018236e4,"DamageAfter"
0x71018236f0,"突進予兆"
0x71018236fd,"Dash"
0x7101823702,"WarpWait"
0x710182370b,"バトル終了デモ(モフモフ)"
0x710182372f,"モフモフバトル"
0x7101823745,"DemoBattleEndDieSign"
0x710182375a,"DemoBattleEndDie"
0x710182376b,"DemoBattleEndMofumofu"
0x7101823781,"MofumofuMoveLimit"
0x7101823793,"MofumofuDashLimit"
0x71018237a5,"Invincible"
0x71018237b0,"ResetLv2"
0x71018237b9,"ResetLv1"
0x71018237c2,"DamageSmallLv2A"
0x71018237d2,"DamageSmallLv2B"
0x71018237e2,"DamageSmallLv2C"
0x71018237f2,"DamageSmallLv1A"
0x7101823802,"DamageSmallLv1B"
0x7101823812,"DamageSmallLv1C"
0x7101823822,"モフモフ体"
0x7101823832,"RailWallMove"
0x710182383f,"RailPoints"
0x710182384a,"InitWallRail"
0x7101823857,"モフモフ骨格"
0x710182386a,"MofumofuJoint"
0x7101823878,"ジョイントの行列追随"
0x7101823897,"RailFirstPlacement"
0x71018238aa,"DemoBattleEndPosition"
0x71018238c0,"MoveLimitObj"
0x71018238cd,"モフモフムーブリミット"
0x71018238ef,"DemoBattleStartPlayerPosition"
0x710182390d,"DemoBattleEndPlayerPosition"
0x7101823929,"モフモフタンクロー"
0x7101823945,"Tank"
0x710182394a,"SwitchDemoStart"
0x710182395a,"モフモフSE再生アクター[頭]"
0x7101823980,"MofumofuHeadDummyWait"
0x7101823996,"モフモフSE再生アクター[体]"
0x71018239bc,"MofumofuBodyDummyWait"
0x71018239d2,"DemoOPWait"
0x71018239dd,"DemoOPWaitVoice"
0x71018239ed,"DamageMeLast"
0x71018239fa,"DamageSmall"
0x7101823a06,"PanicMove"
0x7101823a10,"DamageMe01"
0x7101823a1b,"DamageMe02"
0x7101823a26,"DamageMe03"
0x7101823a31,"DamageMe04"
0x7101823a3c,"DamageMe05"
0x7101823a47,"DemoOpening2Lv2B"
0x7101823a58,"DemoOpening2Lv2A"
0x7101823a69,"DemoOpening2"
0x7101823a76,"MofumofuDemoOpening2"
0x7101823a8b,"MofumofuBody"
0x7101823a98,"Tail"
0x7101823a9d,"MofumofuBullet"
0x7101823aac,"モフモフ砲弾[子供]"
0x7101823ac7,"命中爆発"
0x7101823ad4,"分裂"
0x7101823adb,"モフモフ砲弾"
0x7101823aee,"Sphere"
0x7101823af5,"本体"
0x7101823afc,"Leg"
0x7101823b00,"SwitchHipDropOn"
0x7101823b10,"MofumofuWarpHole"
0x7101823b21,"DashSign"
0x7101823b2a,"DashSignEnd"
0x7101823b36,"監視オブジェ"
0x7101823b49,"LinkStacker"
0x7101823b55,"Stacker[連戦]"
0x7101823b65,"LinkStackerBonfire"
0x7101823b78,"[連戦GK]Stacker用かがり火"
0x7101823b99,"LinkBombTail"
0x7101823ba6,"BombTail[連戦]"
0x7101823bb7,"LinkBombTailBonfire"
0x7101823bcb,"[連戦GK]BomTail用かがり火"
0x7101823bec,"SwitchAllGKDeadOn"
0x7101823bfe,"AfterDeadAllGK"
0x7101823c0d,"AfterGKDeadBonFireStacker"
0x7101823c27,"StackerEntracneCameraAfterAllGKDead"
0x7101823c4b,"AfterGKDeadBonFireBombTail"
0x7101823c66,"BombTailEntracneCameraAfterAllGKDead"
0x7101823c8b,"DelayBonfireCamera"
0x7101823c9e,"ObjexCore"
0x7101823ca8,"オブジェックスパーツ"
0x7101823cc7,"ObjexParts"
0x7101823cd2,"Crystal"
0x7101823cda,"AppearCrystal"
0x7101823ce8,"WaitCrystal"
0x7101823cf4,"ザコ徘徊の砲弾"
0x7101823d0a,"SmallWanderBossBullet"
0x7101823d20,"ザコ徘徊攻撃"
0x7101823d33,"Level"
0x7101823d39,"スタッカー帽子グループ"
0x7101823d5b,"スタッカー帽子"
0x7101823d71,"通常移動攻撃"
0x7101823d84,"パニック（帽子全ロスト）"
0x7101823da9,"HostSyncTowerCameraArea"
0x7101823dc1,"スタッカー用塔カメラ起動エリア"
0x7101823def,"塔カメラ：スタッカー通常"
0x7101823e14,"フォローカメラ：スタッカー反撃ターン"
0x7101823e4b,"スタッカーヒント矢印"
0x7101823e6a,"GKHintArrow"
0x7101823e76,"CapReflect"
0x7101823e81,"DiePress"
0x7101823e8a,"Press"
0x7101823e90,"EarCapOff"
0x7101823e9a,"SwitchAppearEventCameraOn"
0x7101823eb4,"SwitchElectricWireOn"
0x7101823ec9,"AppearInvincible"
0x7101823eda,"TakeOff"
0x7101823ee2,"MoveBoostStart"
0x7101823ef1,"MoveBoost"
0x7101823efb,"RestStart"
0x7101823f05,"Rest"
0x7101823f0a,"RestEnd"
0x7101823f12,"BattleEndAppearObj"
0x7101823f25,"スタッカー戦後出現オブジェ"
0x7101823f4d,"電線"
0x7101823f54,"InvincibleAttackStart"
0x7101823f6a,"InvincibleAttack"
0x7101823f7b,"無敵攻撃中の壁反射"
0x7101823f97,"InvincibleAttackEnd"
0x7101823fab,"AttackSignSpecial"
0x7101823fbd,"DamageAreaSkyWorld"
0x7101823fd0,"RestReaction"
0x7101823fdd,"パニック(帽子全ロスト)"
0x7101823ffe,"逃げ中帽子ヒット"
0x7101824017,"PanicRunStart"
0x7101824025,"PanicRun"
0x710182402e,"ゲートキーパー終了デモ"
0x7101824050,"LinkEndDemoStartPos"
0x7101824064,"GKムーン出現カメラ"
0x710182407f,"MoonWorldRiseMapParts"
0x7101824095,"月の裏GK用隆起パーツ監視者"
0x71018240bc,"CoinAppearCamera"
0x71018240cd,"MoonWorldGKEntranceCamera"
0x71018240e7,"死亡コイン"
0x71018240f7,"ゲートキーパー開始デモ"
0x7101824119,"GKBattleStart"
0x7101824127,"GKBattleStartNoTalk"
0x710182413b,"GKBattleStartFirstContact"
0x7101824155,"CharacterName"
0x7101824163,"GateKeepers"
0x710182416f,"GateKeepersUnknown"
0x7101824182,"Event"
0x7101824188,"ゲートキーパー登場＆会話デモ"
0x71018241b3,"GateKeeper"
0x71018241be,"SwitchStartDemoEndOn"
0x71018241d3,"SwitchStartDemo"
0x71018241e3,"カメラ垂直角度操作"
0x71018241ff,"DefaultAngle"
0x710182420c,"IsSetAngleRangeV"
0x710182421d,"MinAngle"
0x7101824226,"MaxAngle"
0x710182422f,"WaterNeutralAngle"
0x7101824241,"IsValidAutoLook"
0x7101824251,"IsInvalidHackFlyerCtrl"
0x7101824268,"IsInvalidAutoLowAngleReset"
0x7101824283,"IsSetAngleH"
0x710182428f,"ResetAngleDegreeH"
0x71018242a1,"IsSetResetAngleH"
0x71018242b2,"IsValidCtrlDistance"
0x71018242c6,"DistanceByUser"
0x71018242d5,"IsBlendFollowAndParallel"
0x71018242ee,"IsInvalidInWater"
0x71018242ff,"IsInvalidRequestSetAngleV"
0x7101824319,"IsInvalidSubTargetTurn"
0x7101824330,"IsInvalidSearchCollisionParts"
0x710182434e,"IsSetTargetBackAngleH"
0x7101824364,"IsSetAngleV"
0x7101824370,"StartAngleDegreeV"
0x7101824382,"IsInvalidOutWaterResetAngleV"
0x710182439f,"OutWaterResetAngleV"
0x71018243b3,"IsInvalidWaterAutoCtrlAngleV"
0x71018243d0,"IsInvalidSlopeSnapAngleV"
0x71018243e9,"IsInvalidDistanceChaser"
0x7101824401,"IsApplyStartMovingDirOffset"
0x710182441d,"IsValid2DGalaxy"
0x710182442d,"IsSetClimbPoleAngleV"
0x7101824442,"ClimbPoleAngleV"
0x7101824452,"MaxMovingDirOffset"
0x7101824465,"MovingDirOffsetChaseRate"
0x710182447e,"StartAngleDegreeH"
0x7101824490,"MultiStartAngleDegreeH"
0x71018244a7,"IsClampAngleOffsetH2D"
0x71018244bd,"MinAngleOffsetH2D"
0x71018244cf,"MaxAngleOffsetH2D"
0x71018244e1,"IsClampAngleH"
0x71018244ef,"MinAngleH"
0x71018244f9,"MaxAngleH"
0x7101824503,"IsClampAngleOffsetH"
0x7101824517,"MinAngleOffsetH"
0x7101824527,"MaxAngleOffsetH"
0x7101824537,"制限付きフォロー"
0x7101824550,"2D平行"
0x7101824559,"制限付き平行"
0x710182456c,"中間ワープ"
0x710182457c,"キー移動カメラ"
0x7101824592,"NextKey"
0x710182459a,"IsPlayManyTimes"
0x71018245aa,"DemoName"
0x71018245b3,"映像撮影用憑依オブジェカメラターゲット"
0x71018245ed,"泡復帰カメラ監視"
0x7101824606,"泡復帰ゴール地点"
0x710182461f,"SafetyPointGoal"
0x710182462f,"IsValidObjectCamera"
0x7101824643,"シナリオ紹介カメラ"
0x710182465f,"ScenarioStartCameraAnim"
0x7101824677,"CameraAnimName"
0x7101824686,"ObjectData/ScenarioStartCamera"
0x71018246a5,"IsKeepPreSelfPoseNextCamera"
0x71018246c1,"ScenarioStartCameraSimpleZoom"
0x71018246df,"シナリオ紹介シンプルズームカメラ"
0x7101824710,"ScenarioStartCameraRailMove"
0x710182472c,"シナリオ紹介レール移動カメラ"
0x7101824757,"SwitchAppearOn"
0x7101824766,"ScenarioStartCameraList"
0x710182477e,"PlayStep"
0x7101824787,"NextInterpoleStep"
0x7101824799,"InterpoleType"
0x71018247a7,"EndWaitStep"
0x71018247b3,"StartDistance"
0x71018247c1,"EndDistance"
0x71018247cd,"AngleH"
0x71018247d4,"AngleV"
0x71018247db,"LookAtRail"
0x71018247e6,"PointList"
0x71018247f0,"ObjId"
0x71018247f6,"Distance"
0x71018247ff,"デモ用キャップ[Director]"
0x710182481f,"CapManHero"
0x710182482a,"キャップ会話ディレクター"
0x710182484f,"CapManHeroine"
0x710182485d,"HackStartShaderStartFrame"
0x7101824877,"HackStartShaderFrame"
0x710182488c,"DemoFrog"
0x7101824895,"DemoHackFirst"
0x71018248a3,"DemoHackKoopa01"
0x71018248b3,"InitJointSpringCtrlDemo"
0x71018248cb,"KoopaShip"
0x71018248d5,"WeddingPartsSuffix"
0x71018248e8,"IsUseCapManHeroineEyes"
0x71018248ff,"TiaraOn"
0x7101824907,"[デモ用]ティアラの目"
0x7101824925,"帆%d"
0x710182492b,"帆真ん中"
0x7101824938,"DemoLensFlare"
0x7101824946,"DemoScene"
0x7101824950,"IsLightOn"
0x710182495a,"旗"
0x710182495e,"After"
0x7101824964,"IsSpecialDemo"
0x7101824972,"IsNeedLensFlare"
0x7101824982,"初憑依監視者"
0x7101824995,"LinkDemoHackDirector"
0x71018249aa,"DemoStartKill"
0x71018249b8,"自前初憑依メッセージ"
0x71018249d7,"DemoHackFirstStage"
0x71018249ea,"DemoHackKoopaStage"
0x71018249fd,"IsUseAsDemoStartPos"
0x7101824a11,"AfterFirstHack"
0x7101824a20,"DemoReset"
0x7101824a2a,"DemoHackKoopa03"
0x7101824a3a,"DemoHackKoopa02"
0x7101824a4a,"DemoHackFirstWait"
0x7101824a5c,"DemoCaption"
0x7101824a68,"FrogHackFirst"
0x7101824a76,"PeachWedding"
0x7101824a83,"CostumeType"
0x7101824a8f,"CapType"
0x7101824a97,"IsValidDynamics"
0x7101824aa7,"帽子装着位置更新"
0x7101824ac0,"IsUseCapManHeroEyes"
0x7101824ad4,"髪"
0x7101824ad8,"頭"
0x7101824adc,"顔"
0x7101824ae0,"%sFullFace%d"
0x7101824aed,"%sFullFace"
0x7101824af8,"[デモ用]キャップの目"
0x7101824b16,"Directional"
0x7101824b22,"Frog"
0x7101824b27,"SwitchActiveDemoHackFirstOnOff"
0x7101824b46,"[初キャプチャーデモ用]帽子ヒット"
0x7101824b76,"SwitchHackFirstEndOn"
0x7101824b8b,"LinkCapManHero"
0x7101824b9a,"オープニングキャップ"
0x7101824bb9,"SwitchPlayerStandOn"
0x7101824bcd,"StandUpCamera"
0x7101824bdb,"OpeningAutoCamera"
0x7101824bed,"DemoOpeningDown"
0x7101824bfd,"RStick"
0x7101824c04,"OpeningStageStartDemoGuide"
0x7101824c1f,"OpeningStandUp"
0x7101824c2e,"帽子ワールドステージ開始デモ（起き上がりから）"
0x7101824c74,"デモ用FadeBlack"
0x7101824c87,"シンプルデモ状態"
0x7101824ca0,"StageEventDemoNoSave"
0x7101824cb5,"DemoStageName"
0x7101824cc3,"DemoStartWorldWaterfallStage"
0x7101824ce0,"SwitchDemoEndOn"
0x7101824cf0,"StageTalkDemoNpcCapMoonRock"
0x7101824d0c,"デモ用キャップ[会話]"
0x7101824d2a,"StageTalkDemo"
0x7101824d38,"NpcCapTalkEventName"
0x7101824d4c,"SandStart"
0x7101824d56,"SandThird"
0x7101824d60,"SeaSecond"
0x7101824d6a,"LavaSecond"
0x7101824d75,"MoonStart"
0x7101824d7f,"PeachStart"
0x7101824d8a,"SkySecond"
0x7101824d94,"IsStageStartEvent"
0x7101824da6,"ShineGet"
0x7101824daf,"IsSkipAfterEnding"
0x7101824dc1,"月の石"
0x7101824dcb,"LinkMoonRock"
0x7101824dd8,"MoonRock"
0x7101824de1,"MoonRockAfterChangeSceneAtMoon"
0x7101824e00,"MoonRockAfterChangeScene"
0x7101824e19,"MoonRockFirst"
0x7101824e27,"MoonRockWorld"
0x7101824e35,"IsUseObjectCameraFocus"
0x7101824e4c,"Focus"
0x7101824e52,"IsUseObjectCameraCapTalk"
0x7101824e6b,"LinkRippleGeneratePoint"
0x7101824e83,"月の石会話デモ用波紋生成"
0x7101824ea8,"ForcePlayerTurn180"
0x7101824ebb,"ForcePlayerTurn210"
0x7101824ece,"DemoPlayerDown"
0x7101824edd,"ShowModel"
0x7101824ee7,"DemoCapOffWait"
0x7101824ef6,"Countup"
0x7101824efe,"Capイベント状態"
0x7101824f14,"CapTalk"
0x7101824f1c,"Object1"
0x7101824f24,"LinkDemoEndPose"
0x7101824f34,"IsValidEntranceCamera"
0x7101824f4a,"Entrance"
0x7101824f53,"IsOnlyUseEntranceCamera"
0x7101824f6b,"IsCheckPlayerOnGround"
0x7101824f81,"StartEntranceCamera"
0x7101824f95,"ForcePutOnDemoCap"
0x7101824fa7,"ScreenCover"
0x7101824fb3,"CarryMeat"
0x7101824fbd,"WaitRail"
0x7101824fc6,"Cap01"
0x7101824fcc,"Meat"
0x7101824fd1,"FallMeat"
0x7101824fda,"DemoCarryMeat"
0x7101824fe8,"MoveMeat"
0x7101824ff1,"ReactionCarry"
0x7101824fff,"TrampledDefault"
0x710182500f,"ExplosionPlayer"
0x710182501f,"IsConnectToCollision"
0x7101825034,"KeyMoveNext"
0x7101825040,"ブロス敵"
0x710182504d,"ブロスひょうい"
0x7101825063,"IsForceReviveOnDead"
0x7101825077,"リセット"
0x7101825084,"復活"
0x710182508b,"BrosCapType"
0x7101825097,"None"
0x710182509c,"Helmet"
0x71018250a3,"ブロス武器"
0x71018250b3,"ブロス状態[敵]"
0x71018250c8,"NoMoveFarPlayer"
0x71018250d8,"間接攻撃"
0x71018250e5,"AppearStart"
0x71018250f1,"AttackSecondSign"
0x7101825102,"AttackSecond"
0x710182510f,"AttackHit"
0x7101825119,"PressDownPress"
0x7101825128,"PressDownBlow"
0x7101825136,"HackOffCapOn"
0x7101825143,"DamageCap"
0x710182514d,"Bros"
0x7101825152,"HelmetOn"
0x710182515b,"DamageFire"
0x7101825166,"ブロス状態[憑依]"
0x710182517e,"WaitMario"
0x7101825188,"HackJumpHigh"
0x7101825195,"HackJump"
0x710182519e,"HackJumpEnd"
0x71018251aa,"HackAttackJump"
0x71018251b9,"HackAttackMiss"
0x71018251c8,"HackAttackQuick"
0x71018251d8,"HackAttack"
0x71018251e3,"Slip"
0x71018251e8,"キャプチャ攻撃左手振り投げ"
0x7101825210,"キャプチャ攻撃右手振り投げ"
0x7101825238,"キャプチャ攻撃ボタン投げ"
0x710182525d,"Bubble"
0x7101825264,"MoveNext"
0x710182526d,"RailMoveFrame"
0x710182527b,"RailMoveSpeed"
0x7101825289,"WaitFrameNum"
0x7101825296,"DelayFrameNum"
0x71018252a4,"IsWaveCheckOn"
0x71018252b2,"ShootDegree"
0x71018252be,"バブルランチャー"
0x71018252d7,"StageStartHack"
0x71018252e6,"LavaSurface"
0x71018252f2,"グループ同期"
0x7101825305,"Probe"
0x710182530b,"TurnTarget"
0x7101825316,"body"
0x710182531b,"Scroll"
0x7101825322,"LavaRed"
0x710182532a,"PechoAttack"
0x7101825336,"予兆"
0x710182533d,"発射"
0x7101825344,"地面での消滅"
0x7101825357,"HackStartDown"
0x7101825365,"MoveSpeedy"
0x7101825370,"HackWaitSpeedy"
0x710182537f,"HackWait"
0x7101825388,"憑依振りジャンプ開始"
0x71018253a7,"HackHighJump"
0x71018253b4,"憑依ジャンプ開始"
0x71018253cd,"HackCancelJump"
0x71018253dc,"HackBubble"
0x71018253e7,"LandFrontUp"
0x71018253f3,"LandFrontDown"
0x7101825401,"憑依着地"
0x710182540e,"バブルキャノン着地"
0x710182542a,"憑依解除(着地強制)"
0x7101825445,"Fence"
0x710182544b,"水切りジャンプ"
0x7101825461,"憑依解除(通常)"
0x7101825476,"金網通過"
0x7101825483,"HackInvalidEscapeArea"
0x7101825499,"入鍋"
0x71018254a0,"CapAbove"
0x71018254a9,"CapBelow"
0x71018254b2,"BubbleCannonJump"
0x71018254c3,"Bubble2D"
0x71018254cc,"DelayTime"
0x71018254d6,"WaitTime"
0x71018254df,"MoveTime"
0x71018254e8,"バブルキャノン状態"
0x7101825504,"Launcher"
0x710182550d,"BubbleLauncherShoot"
0x7101825521,"EnemyCapBull"
0x710182552e,"IsReviveInsideScreen"
0x7101825543,"IsUseSpecialCollisionCheck"
0x710182555e,"IsNoTurnBias"
